job_id,job_title,seniority,industry,must_have_skills,nice_to_have_skills,description,responsibilities,requirements
J_001513,FP&A Analyst,Mid,EdTech,"[Budgeting, Forecasting, Excel, Financial Modeling, Valuation]",[Accounting],We are hiring a FP&A Analyst to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001514,Project Manager,Mid,FinTech,"[Process Improvement, Reporting, Jira, Risk Management]",[Project Planning],We are hiring a Project Manager to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001515,Software Engineer,Mid,EdTech,"[Unit Testing, Databases, OOP]",[CI/CD],We are hiring a Software Engineer to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001516,Data Analyst,Mid,E-commerce,"[Tableau, A/B Testing, Power BI, Pandas, Data Visualization]",[ETL],We are hiring a Data Analyst to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001517,Financial Analyst,Mid,FinTech,"[KPIs, Reporting, Cash Flow, Excel]",[Financial Modeling],We are hiring a Financial Analyst to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001518,Product Manager,Mid,EdTech,"[Scrum, User Research, Product Strategy, A/B Testing, Prioritization]",[Stakeholder Management],We are hiring a Product Manager to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001519,Financial Analyst,Junior,Travel,"[Accounting, KPIs, Financial Modeling]",[Valuation],We are hiring a Financial Analyst to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001520,Marketing Manager,Junior,EdTech,"[SEO, Google Ads, Marketing Analytics, Conversion Optimization]",[Content Marketing],We are hiring a Marketing Manager to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001521,Operations Manager,Mid,Cybersecurity,"[Project Planning, Cross-functional Coordination, Process Improvement, Stakeholder Communication]",[Jira],We are hiring a Operations Manager to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001522,Customer Success Associate,Junior,Retail,"[Intercom, Ticketing, Root Cause Analysis, Customer Satisfaction]",[Communication],We are hiring a Customer Success Associate to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001523,Software Engineer,Mid,FinTech,"[OOP, Git, Unit Testing, CI/CD, Java]",[Python],We are hiring a Software Engineer to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001524,Associate Product Manager,Senior,Gaming,"[A/B Testing, Roadmap, Agile, Scrum, PRD]",[Stakeholder Management],We are hiring a Associate Product Manager to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001525,Junior Accountant,Junior,Healthcare,"[Variance Analysis, Forecasting, Budgeting]",[Cash Flow],We are hiring a Junior Accountant to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001526,Full Stack Engineer,Mid,Retail,"[Git, Java, Python, OOP, CI/CD]",[REST APIs],We are hiring a Full Stack Engineer to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001527,Performance Marketer,Senior,Travel,"[A/B Testing, Content Marketing, Conversion Optimization, Meta Ads, Landing Pages]",[Email Marketing],We are hiring a Performance Marketer to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001528,BI Analyst,Senior,Logistics,"[Data Visualization, Power BI, Excel]",[Tableau],We are hiring a BI Analyst to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001529,Technical Product Manager,Mid,Travel,"[Analytics, User Research, A/B Testing]",[Agile],We are hiring a Technical Product Manager to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001530,Associate Product Manager,Senior,EdTech,"[PRD, Stakeholder Management, Prioritization, Roadmap]",[Agile],We are hiring a Associate Product Manager to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001531,Sales Representative,Mid,FinTech,"[Prospecting, Forecasting, Account Management, Closing]",[CRM],We are hiring a Sales Representative to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001532,Junior Accountant,Senior,Travel,"[Forecasting, Budgeting, Valuation, Cash Flow]",[Variance Analysis],We are hiring a Junior Accountant to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001533,Junior Accountant,Senior,Gaming,"[KPIs, Financial Modeling, Budgeting]",[Excel],We are hiring a Junior Accountant to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001534,Product Manager,Junior,Logistics,"[Stakeholder Management, User Research, A/B Testing, Agile]",[Product Strategy],We are hiring a Product Manager to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001535,Marketing Manager,Junior,Logistics,"[SEO, Meta Ads, A/B Testing, Content Marketing]",[Email Marketing],We are hiring a Marketing Manager to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001536,Technical Product Manager,Mid,Gaming,"[A/B Testing, Stakeholder Management, Analytics, Agile]",[User Research],We are hiring a Technical Product Manager to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001537,Marketing Manager,Senior,Healthcare,"[Meta Ads, Email Marketing, Content Marketing]",[Conversion Optimization],We are hiring a Marketing Manager to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001538,Project Manager,Senior,FinTech,"[Stakeholder Communication, Jira, Reporting, Risk Management]",[Asana],We are hiring a Project Manager to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001539,Full Stack Engineer,Junior,Logistics,"[CI/CD, Databases, Docker]",[Python],We are hiring a Full Stack Engineer to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001540,FP&A Analyst,Junior,Healthcare,"[Accounting, Forecasting, KPIs, Budgeting]",[Valuation],We are hiring a FP&A Analyst to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001541,Technical Product Manager,Junior,Retail,"[A/B Testing, Agile, Prioritization, Stakeholder Management, Product Strategy]",[Roadmap],We are hiring a Technical Product Manager to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001542,Technical Support Specialist,Senior,E-commerce,"[Communication, Zendesk, Intercom, Documentation, Escalations]",[Troubleshooting],We are hiring a Technical Support Specialist to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001543,Software Engineer,Mid,EdTech,"[Databases, Python, JavaScript, CI/CD]",[Git],We are hiring a Software Engineer to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001544,Business Analyst,Junior,Cybersecurity,"[SQL, Excel, ETL]",[Data Visualization],We are hiring a Business Analyst to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001545,Account Executive,Senior,E-commerce,"[Negotiation, Lead Generation, CRM, Discovery Calls, Outbound Outreach]",[Forecasting],We are hiring a Account Executive to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001546,Customer Success Associate,Senior,Logistics,"[Escalations, Documentation, Communication, Ticketing]",[Troubleshooting],We are hiring a Customer Success Associate to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001547,Project Manager,Junior,EdTech,"[Process Improvement, Stakeholder Communication, Cross-functional Coordination]",[Risk Management],We are hiring a Project Manager to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001548,Content Marketer,Senior,Gaming,"[Conversion Optimization, Content Marketing, Marketing Analytics, Copywriting]",[Meta Ads],We are hiring a Content Marketer to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001549,Operations Manager,Junior,Gaming,"[Process Improvement, Risk Management, Reporting, Asana, Timeline Management]",[Stakeholder Communication],We are hiring a Operations Manager to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001550,Account Executive,Mid,E-commerce,"[Closing, Prospecting, Outbound Outreach, Account Management, CRM]",[Pipeline Management],We are hiring a Account Executive to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001551,Performance Marketer,Mid,Healthcare,"[SEO, Google Ads, Copywriting, Meta Ads]",[Email Marketing],We are hiring a Performance Marketer to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001552,Customer Support Specialist,Senior,Gaming,"[Documentation, Escalations, Troubleshooting, Customer Satisfaction, Root Cause Analysis]",[Zendesk],We are hiring a Customer Support Specialist to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001553,Financial Analyst,Junior,FinTech,"[Forecasting, Budgeting, Excel, Variance Analysis]",[Accounting],We are hiring a Financial Analyst to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001554,Project Manager,Mid,Healthcare,"[Reporting, Project Planning, Jira]",[KPIs],We are hiring a Project Manager to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001555,Operations Manager,Junior,EdTech,"[Process Improvement, Risk Management, Project Planning, Reporting, Asana]",[Jira],We are hiring a Operations Manager to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001556,Business Analyst,Junior,Healthcare,"[Statistics, Power BI, A/B Testing, Python]",[Pandas],We are hiring a Business Analyst to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001557,Backend Engineer,Mid,Retail,"[OOP, Unit Testing, CI/CD, Databases]",[Java],We are hiring a Backend Engineer to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001558,Customer Success Associate,Junior,Retail,"[SLA, Documentation, Escalations, Root Cause Analysis]",[Troubleshooting],We are hiring a Customer Success Associate to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001559,Sales Representative,Junior,Healthcare,"[Forecasting, Account Management, CRM, Lead Generation, Discovery Calls]",[Prospecting],We are hiring a Sales Representative to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001560,Program Coordinator,Mid,Healthcare,"[Risk Management, Process Improvement, Asana, Cross-functional Coordination, Project Planning]",[KPIs],We are hiring a Program Coordinator to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001561,Associate Product Manager,Mid,Gaming,"[PRD, Scrum, User Research, Product Strategy]",[Prioritization],We are hiring a Associate Product Manager to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001562,Account Executive,Junior,EdTech,"[Closing, Discovery Calls, Forecasting]",[Outbound Outreach],We are hiring a Account Executive to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001563,Associate Product Manager,Junior,Healthcare,"[Scrum, User Research, Stakeholder Management]",[PRD],We are hiring a Associate Product Manager to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001564,Account Executive,Senior,Healthcare,"[Prospecting, Forecasting, Account Management, Lead Generation, Outbound Outreach]",[Negotiation],We are hiring a Account Executive to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001565,Operations Manager,Mid,Retail,"[Reporting, Risk Management, Asana]",[Project Planning],We are hiring a Operations Manager to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001566,Data Analyst,Mid,Travel,"[Pandas, A/B Testing, Power BI, Tableau]",[Statistics],We are hiring a Data Analyst to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001567,Content Marketer,Mid,E-commerce,"[Landing Pages, SEO, Marketing Analytics, Conversion Optimization]",[Email Marketing],We are hiring a Content Marketer to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001568,FP&A Analyst,Junior,Healthcare,"[Forecasting, KPIs, Reporting]",[Variance Analysis],We are hiring a FP&A Analyst to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001569,Backend Engineer,Senior,E-commerce,"[REST APIs, JavaScript, Python]",[CI/CD],We are hiring a Backend Engineer to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001570,Software Engineer,Senior,Cybersecurity,"[Databases, Unit Testing, CI/CD, Java, REST APIs]",[OOP],We are hiring a Software Engineer to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001571,Customer Success Associate,Junior,EdTech,"[Troubleshooting, Customer Satisfaction, Ticketing, Root Cause Analysis]",[Intercom],We are hiring a Customer Success Associate to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001572,Full Stack Engineer,Mid,Retail,"[REST APIs, Databases, OOP, Git]",[Docker],We are hiring a Full Stack Engineer to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001573,Data Analyst,Mid,Cybersecurity,"[Statistics, ETL, Excel, Python, SQL]",[Power BI],We are hiring a Data Analyst to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001574,Account Executive,Senior,EdTech,"[CRM, Discovery Calls, Lead Generation, Forecasting]",[Prospecting],We are hiring a Account Executive to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001575,Performance Marketer,Senior,Gaming,"[Meta Ads, Email Marketing, Google Ads, Conversion Optimization]",[Copywriting],We are hiring a Performance Marketer to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001576,Customer Success Associate,Senior,FinTech,"[Ticketing, Customer Satisfaction, Zendesk, Root Cause Analysis]",[Troubleshooting],We are hiring a Customer Success Associate to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001577,Operations Manager,Junior,Healthcare,"[Timeline Management, Stakeholder Communication, Process Improvement, Jira, KPIs]",[Reporting],We are hiring a Operations Manager to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001578,Financial Analyst,Senior,Gaming,"[Forecasting, Valuation, KPIs]",[Reporting],We are hiring a Financial Analyst to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001579,Customer Success Associate,Junior,Healthcare,"[Escalations, Zendesk, Communication]",[Root Cause Analysis],We are hiring a Customer Success Associate to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001580,Marketing Manager,Senior,EdTech,"[Meta Ads, Email Marketing, Content Marketing]",[A/B Testing],We are hiring a Marketing Manager to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001581,Marketing Manager,Junior,Travel,"[Google Ads, Copywriting, Marketing Analytics]",[Landing Pages],We are hiring a Marketing Manager to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001582,Business Analyst,Junior,Gaming,"[Pandas, Power BI, A/B Testing]",[Tableau],We are hiring a Business Analyst to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_001583,BI Analyst,Junior,Travel,"[A/B Testing, Data Visualization, Pandas, Excel, Tableau]",[ETL],We are hiring a BI Analyst to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
